filedFor,cik,ticker,no_shares,value,industry
2012-09-30,1393231,COST,4333363,434030000,Consumer Defensive
2012-09-30,1465112,DTV1,29555600,1549896000,Unknown
2012-09-30,21344,KO,400000000,15172000000,Consumer Defensive
2012-09-30,315189,DE,3978767,328129000,Industrials
2012-09-30,39899,TGNA,1740231,30889000,Communication Services
2012-09-30,750556,GD,3877122,256355000,Industrials
2012-09-30,78214,COP,24123911,1379405000,Energy
2012-09-30,922812,AXP,151610700,8620585000,Financial Services
2012-09-30,927066,TRL,10197569,1056570000,Unknown
2012-12-31,1390777,BK,19633915,504592000,Financial Services
2012-12-31,1393231,COST,4333363,427833000,Consumer Defensive
2012-12-31,1465112,DTV1,34037500,1707321000,Unknown
2012-12-31,21344,KO,400000000,14500000000,Consumer Defensive
2012-12-31,315032,ADM,5956600,163151000,Consumer Defensive
2012-12-31,315189,DE,3978767,343845000,Industrials
2012-12-31,39899,TGNA,1740231,31342000,Communication Services
2012-12-31,750556,GD,3877122,268568000,Industrials
2012-12-31,78214,COP,24123911,1398945000,Energy
2012-12-31,922812,AXP,151610700,8714584000,Financial Services
2012-12-31,927066,TRL,13607935,1504085000,Unknown
2013-03-31,1027884,CBI,6508600,404185000,Unknown
2013-03-31,1390777,BK,18939115,530106000,Financial Services
2013-03-31,1393231,COST,4333363,459813000,Consumer Defensive
2013-03-31,1465112,DTV1,14275800,807868000,Unknown
2013-03-31,21344,KO,400000000,16176000000,Consumer Defensive
2013-03-31,315189,DE,3978767,342094000,Industrials
2013-03-31,78214,COP,24123911,1449847000,Energy
2013-03-31,922812,AXP,151610700,10227658000,Financial Services
2013-03-31,927066,TRL,14973906,1775756000,Unknown
